chromosome,fitness
15928493,309527
8579780,579629
8033250,73831
4017522,292557
6060450,31880
8679080,362672
13151002,80561
11030474,55083
9105455,170194
6381336,161793
16330656,347380
2316006,26736
7549873,46143
621149,299869
10051000,114894
9732492,695347
10761404,54692
7068802,159638
13947402,97912
15612140,87220
12877033,13504
15724704,548859
12893253,113653
5864613,117399
16570372,773355
9091849,133081
7395499,160939
5875847,364496
16451052,354647
15875689,19843
2647683,1310289
14030131,152613
7752360,623834
9777434,381748
8662450,393697
9784272,514467
10136242,172279
5485619,132059
8680526,206625
2321625,492479
10514811,917539
269342,550849
2789074,400945
4150393,298480
15099192,289311
16392999,236180
14472456,92962
8453024,491140
8129234,998991
5705092,145456
15623213,257296
12373058,830498
1088236,474069
10069394,118523
3794990,143226
9513771,508805
14608897,154478
9985701,262420
12545249,15941
1090425,899343
6769684,942431
4349608,852149
9784553,699981
13669516,760531
1516964,207172
12588526,506594
8259097,671405
10697363,114683
15232772,511648
5097408,139757
14293869,44842
9518093,706385
13460853,48369
4071799,101066
6516012,73935
5925462,377819
9019026,42991
10603314,615575
12370259,561886
1186366,444139
13356109,307614
14194234,120753
11084781,419071
13378899,1014349
5686064,625134
4280122,193444
359467,18217
956682,529409
869831,128150
11129084,681108
3918213,36273
7696499,663678
16737283,320342
12887492,137474
13278912,927716
11331892,99686
15801620,707899
7600196,430929
3859548,59556
12030012,59803
12956049,150447
10613426,11157
2356243,144570
11717010,245509
14096965,418877
7852177,117360
11377162,137754
4311917,36899
4014607,143332
16589760,831432
8267306,7421
12646667,1246
5585235,86400
7016859,602028
11043167,840642
9148901,427430
4658992,774589
1007886,251251
12925285,727595
16327247,463541
11495801,44276
12213497,133023
15889468,26878
823081,201467
6913317,224316
15885763,49714
6932949,252094
5660973,256343
1690237,89037
9906929,282814
7465704,21824
16090277,154452
4776379,91851
9708300,769947
8344808,226061
12482897,32912
15268482,38302
12598060,766129
11726970,229384
3331397,141553
1993333,44102
10920046,453645
16528412,43918
4014869,380640
5541477,119657
5577112,546839
3039598,230635
11148925,3878
2626556,886490
12816781,135598
6394727,131577
4431046,850
3171929,1110893
3280817,470168
9787515,373437
11481242,261602
604855,10429
7396073,21971
4835883,973230
14984386,805856
13029574,139586
2321171,280953
1811091,232330
16679275,74137
9276172,80228
12101368,87940
255157,168026
810912,466426
3115320,839866
8213045,324000
16714330,29044
11118275,320798
8024714,38609
13292520,247394
15106873,64823
8802725,899291
637179,108845
16331253,251474
12808997,405979
9273777,1581208
10781400,1253810
13764499,136849
4442683,90415
11559922,541149
11740945,601044
8638225,41520
10766967,455429
536398,96652
14829050,358813
4990342,461893
10138170,82334
1911253,82991
10189347,483835
1526452,142348
14232811,393498
11409725,41491
5088626,248293
6189921,313849
3169899,242882
6990951,239018
609259,593037
14379761,468714
3024690,166995
899553,350796
5336516,328643
14783719,137497
4010202,346023
6497102,274548
4911608,182433
4285837,300220
628990,253045
8550886,156454
12605364,209053
3765541,504111
1393980,336391
2740890,135417
16213249,327868
7644323,86126
9807265,59177
2340451,118535
13595076,41705
7528682,554760
1824609,12806
13083667,183349
7459019,399441
7965890,1174191
5821017,1081716
14257670,188785
10916212,750799
4795991,250572
3524884,195788
702602,915178
1722356,205265
3506630,172119
4986247,138994
7689680,185779
2668226,585417
6961527,141576
7458528,567930
3821381,216346
2393419,634034
1476702,86400
8366149,185454
14279889,610353
10607800,250855
3924928,270824
4835663,154200
15008558,280985
3868030,179894
11412630,161661
11590085,21852
15258469,564195
4653868,1068696
16504008,80755
15053106,122689
4530606,250500
11352252,2096
6799957,75501
2455049,245293
12814511,174155
16661058,267503
618324,345414
9323342,136746
2250165,413845
4624240,170940
4074264,86739
3024473,687960
7181012,53113
15950540,43864
7280727,425859
12858604,527792
3413325,367692
3460194,987239
16600109,2469
2699241,92507
9145907,478626
14837261,360211
407671,554900
10798102,568125
15898717,164237
4408278,284031
14507097,107400
5322266,323513
4236973,36288
8533511,657423
3674463,853630
15797986,1038716
8571470,419811
10773126,567992
4672710,142696
12136875,359479
9965366,352168
10664138,477545
6119858,403618
9234739,91311
2282044,587726
13804371,32241
11136360,467606
5518423,21824
10588128,785613
12342533,441342
9456374,838958
16288060,739573
951014,654330
10119547,266655
1958474,43625
14727786,448790
2576017,91740
11703673,128777
5036293,498509
10564562,637486
413348,576582
1220258,47431
9002884,39938
2404818,151903
6739184,387499
1667853,33800
9915443,448009
13415601,367575
5859107,360462
13215448,345981
9739044,11593
13665134,317244
1671567,259415
9584066,248373
5368426,185097
8770180,418006
6124305,48137
8078669,395104
12526904,151805
1217195,341112
7150937,174811
14710516,62477
8025283,400617
3827061,489203
11094871,253027
1316565,114934
3576962,351663
4014700,1246740
15312611,51554
9263686,649841
248023,350680
13335217,389419
3173626,303688
15579616,74217
8736544,1314087
99739,375431
105229,218857
809818,31387
11301451,386724
5879617,96774
5196243,200116
12165908,392009
14381460,42623
10958360,33114
12679691,548812
138955,393397
10143083,152313
14436447,186119
16340401,523408
15627308,29185
4658517,396274
10374229,639742
7019898,198490
7965523,147940
11899946,229984
2189114,34764
14867530,278856
3505360,11623
1318010,884207
12979619,478342
14710548,16105
2315188,423250
4928246,239180
11968635,15294
1957120,341755
5479445,185613
11193606,114215
13160606,323299
14271613,296561
9770661,80388
227563,623985
3915870,461276
9652113,349360
2420972,71262
10840362,607615
9401090,205068
8504630,573176
8525763,681152
4933610,2733
4977060,181721
11621980,151507
2073472,127957
15033250,61489
10234580,538599
15801177,420428
16651608,319499
15620173,628695
4810247,815954
15616816,1055573
12277799,884525
9252052,762798
6340114,104914
10832614,284880
11408156,116435
5304427,970331
5246830,32544
9394458,30928
8081120,1041358
5864649,307295
2873832,406353
2713014,29010
6534187,103119
3072610,837341
8619714,1224056
112891,140230
7557693,111179
4901562,66671
5452854,556668
6974771,353664
3767538,67470
10704626,298397
8210695,176154
14534739,550278
1911436,158680
13331054,76545
7212451,351917
6810192,144961
11323502,498470
11653861,125809
13745265,621834
15893591,402726
15258899,335171
12982812,459258
5885202,391353
15312338,91224
3161357,110931
2731348,522498
1805684,470347
12880924,615595
12273145,149203
7496924,118986
6165361,1005609
6516290,841869
969157,155223
7198746,29619
3335397,162689
3089940,602091
1406026,465559
16056711,380495
10537739,339037
1370198,102105
13683538,491196
7456057,353303
9765766,348921
9523962,637064
1216130,702615
1387811,526691
28187,555747
12362828,361871
4575494,341822
5024828,38864
14760988,628539
10720601,347010
14907941,412885
14369582,13276
11545902,90919
5713048,10490
5400291,359295
15263267,618400
203295,279627
14250485,27238
14921945,430367
15424124,203366
13489260,102142
16288853,1065410
13841996,31177
1986001,197063
7625240,733852
13728152,148654
8737871,171536
4071546,1487449
14383321,77076
2128190,43501
711155,72944
13506308,499549
11154841,255540
9253325,90065
1689036,64526
4766070,284232
15581797,744304
8008676,244594
1009884,121820
10265671,173318
14900368,1304149
7608367,458752
13689732,67040
5092441,193012
13407571,123084
2751589,286971
1002473,15179
10344466,581693
15950488,519819
5704362,254871
7800228,388234
9462269,488372
2288804,525165
5353249,177467
13982809,138785
2308654,150520
13689134,96151
8239145,191356
11152917,752039
9645506,536183
11325575,166556
15939859,171465
8083609,687348
12256845,858797
10968704,161847
15621984,24344
2464195,32886
762808,314770
13716749,450607
13566591,6229
9649872,176527
11405099,24101
10334467,213478
16570658,15213
469849,139398
14706553,345456
10211478,10989
10301486,688150
15039297,23527
4826491,67640
15932051,63518
14469413,398402
8662800,1031817
15305665,1044560
944410,463812
10100594,169651
6521885,851457
8945080,264189
3478003,526646
3262860,167632
5938392,307437
11126317,352257
865374,42936
13181789,733455
1448455,371532
7672039,683845
7977665,259195
593412,2831048
8943966,116874
14187777,1099026
13792467,59140
1789146,482713
3084724,853623
988121,21539
4450391,153212
3049814,192851
4705857,311879
10014935,362978
2744176,54344
15227708,183860
911848,126368
5671180,340137
13060429,389154
206023,1286116
10423590,23524
10110904,250369
2775932,97552
15684685,3814
9376565,360109
9394445,6439
5375583,155217
4158672,85770
4449029,279736
11020055,127106
3945265,776007
4808364,34769
6227469,171738
3869657,250051
12645989,159397
3457268,1117036
1931920,229278
8753422,156945
11147021,279088
9124646,119784
15466955,1314675
7969314,1201473
13306473,2562310
4744636,462396
6839218,494109
13693379,52434
3560677,242485
8175770,320250
4760027,590529
8841353,384470
9220461,115822
8356273,318003
12378689,1078188
9906627,75942
15273866,30691
13504987,54343
11453571,386696
620387,436863
307660,45814
11588946,442656
2545827,234416
10834662,225854
4617777,378688
1485066,3997
12229091,98447
6576740,1439589
11827497,239710
14292246,570215
5285762,51380120000
7937301,463453
4138784,614501
40566,277071
3751035,142766
872417,336881
11909392,142753
4297499,187515
6934954,414574
62077,210691
5649701,9851
7737009,137551
14435547,95381
10542697,418639
11294236,43568
10241433,331048
13259659,95097
6589702,94465
13892656,103931
8951070,58200
7294069,449363
6932011,406671
13856274,6666
3227584,172227
3422712,80437
12490432,11626
4353654,8162
5335642,712634
4517456,325364
15283108,729723
7476885,144767
89909,44182
3050129,774915
5689937,464711
6406553,1050097
9274699,374643
13644774,17716
5855725,54627
1926884,18016
15476485,238532
16077641,20039
822666,34748
14826314,174471
12749686,77234
9489314,476146
11837924,410052
12594138,330297
6046610,537735
14247292,136255
3888422,311659
2071233,42078
11243298,241089
13503644,390873
2652903,13083
10721575,127250
11303525,409989
7079357,43428
3150686,363801
9596458,249133
14252801,725686
3391929,287436
9858320,503567
3294938,220291
10618765,223179
5935530,548055
10180433,370659
9081243,293919
7082527,148615
2865701,313949
7233878,311214
7313641,179951
4925982,346225
9143693,86320
2968468,10356
7457319,62762
6629595,325724
3858819,350093
3073601,444860
3353274,7620
3411443,55053
7761940,892463
4533881,286247
16467653,175840
4499486,168641
10115531,140581
13593504,96301
14792216,234546
1842554,29362
9080281,264271
15481140,703985
16034306,439541
12289413,53714
11837741,30998
7023028,948192
6455759,140249
16221258,179344
10258121,221690
16014564,125098
14528784,703006
16526852,395956
10997940,98713
4483896,567893
15315228,228078
10912090,786560
9481834,198670
6961653,243027
10036094,236
1278334,378557
16003721,321263
5985578,531645
8403366,1126322
2390402,564736
6349752,136899
4298696,251338
13212251,223466
12455081,804190
6680649,792280
8020962,476136
302099,855309
13121102,466486
5491876,415678
10162855,587930
7127460,1036738
7026838,405523
14835160,40056
16598595,498773
16438513,237895
6166795,375908
13298770,713516
10425405,7843
5665156,103479
6583433,549232
2166582,462418
15375809,360746
10342503,230495
15485499,413916
10568447,188155
14791985,617041
5274653,17337
16346221,228318
1403282,152417
9708485,383511
4001477,22707
11959376,416837
15802762,1203877
1129322,415768
3743522,700375
835886,695858
5302869,321247
6098125,237405
3627203,375248
1528019,723900
5449886,86468
9650935,238699
10104109,294816
13667181,182270
13669816,334088
8642733,590840
1919692,305812
10786401,1257337
3765294,181646
7097686,22719
4237583,361499
7394922,1430
2911443,228745
12393682,170615
15232299,369111
8770857,96095
13017521,593723
9091308,556910
10134867,276066
10603960,38251
13863963,7362
15871776,953663
2413906,178130
39677,120373
13525737,648213
6939725,540000
16573089,145404
16167028,181690
16028788,445025
11470091,649342
13593193,471487
6118084,199109
11872708,530615
13249971,239514
10628984,443949
14814855,199361
2542193,936552
4814983,712742
15368415,294738
15086544,157758
13394526,42984
14706538,396502
10735048,69573
14512872,46403
4419757,875863
2154321,70358
3886343,32268
4808245,611341
7623694,95030
4301781,14332
9831117,702306
5814319,1439
10996835,162417
1322468,390076
10359150,377530
1255122,709296
377405,272652
840149,74593
11338525,467798
8992205,167561
15068480,116311
6247714,329553
12770456,211739
1447125,572595
1473605,27155
9495099,299168
7034712,201330
7046568,1014028
6962483,231768
4417480,207345
14707021,1154233
15277398,339254
16591910,132940
16049392,107316
7635278,239330
4583762,77855
12101257,252035
10761262,421143
2707092,911312
16370821,57766
5630241,514970
8200471,78340
3339504,375923
736728,163207
93610,421369
13488716,96176
4678011,37382
14205495,533391
7575750,92840
14461445,180489
20442,52974
12736053,901620
14293905,596044
11955320,254296
12801748,272887
1052055,420629
4226676,643205
2705388,299577
2022720,183893
552812,362965
13509395,552367
5218691,121605
15082245,677284
4237130,413087
13249878,420880
13731063,48224
2289878,62019
9295209,30100
13350919,332759
5275240,794334
5087884,31434
14511776,15443
16712368,1401676
3035558,356010
15555171,642375
7592353,96805
13661434,114786
14850501,336549
4973332,163194
7353391,417376
13862157,93988
1927782,218400
3641992,48855
6146150,617034
421576,95776
4967014,694889
5425430,243904
7639666,674061
2597336,63947
11019519,348368
5196451,577801
9055860,1320570
14743718,20071
5773110,237910
5991794,146526
5211825,145514
7357615,511824
9973574,159086
13219340,26540
15503534,39948
11793152,254429
14266675,407493
10278940,66024
1825091,463327
16399075,73441
7419116,543916
2353738,240270
7598090,397946
15606894,294790
13354123,305550
16000584,1124739
4598724,209847
15228696,283770
341174,95522
8072403,157655
6763650,581061
5705290,109074
10016012,339792
7617376,846683
7421221,247710
10630642,520200
12821912,46177
4319971,330222
14969142,57665
11727074,728205
15234348,583184
13873617,103749
16341596,197041
6888934,234362
2737542,260831
7034958,989638
6388980,261244
11122210,781119
2554192,162566
5342923,6357
10176847,217294
3609970,307578
8400844,59804
14309725,36267
8813113,6686
5350154,481365
11480801,97893
10914488,245964
13972649,268907
8402668,779910
10703335,408471
16014500,159708
4117793,78536
12466307,350093
9444821,405080
10499986,141477
381705,259813
2037286,53683
1928356,404755
10231465,397
3125697,235932
5452877,722075
12223847,196371
4204491,283303
7174501,112210
7834337,150351
6133955,367818
5793210,75091
10408562,27374
440422,454436
5486916,361153
9706700,418957
6705573,579335
12073341,216687
15395985,202108
7609010,409802
12759801,69850
3271409,125162
5007240,48753
9227290,429812
13843059,276752
4555054,668241
11070522,381219
6707814,193690
2302622,191482
3310073,1064832
7398832,419311
718592,623784
9769654,49295
6516234,147410
4890847,58444
2739140,423698
