remaining_obj,ac_weight,knapsack,ac_weight,knapsack,ac_weight,knapsack,ac_weight,total_fitness
0, 64, 1, 512, 2, 417, 3, 30, 170
0, 320, 1, 544, 2, 1, 3, 158, 170
0, 0, 1, 592, 2, 384, 3, 47, 170
0, 256, 1, 642, 2, 48, 3, 77, 201
0, 528, 1, 385, 2, 96, 3, 14, 170
0, 16, 1, 0, 2, 384, 3, 623, 170
0, 672, 1, 65, 2, 272, 3, 14, 170
0, 16, 1, 897, 2, 32, 3, 78, 170
0, 64, 1, 144, 2, 768, 3, 47, 170
0, 160, 1, 16, 2, 321, 3, 526, 170
0, 416, 1, 16, 2, 1, 3, 590, 170
0, 64, 1, 288, 2, 129, 3, 542, 170
0, 257, 1, 160, 2, 0, 3, 606, 170
0, 704, 1, 1, 2, 304, 3, 14, 170
0, 528, 1, 192, 2, 33, 3, 270, 170
0, 64, 1, 385, 2, 528, 3, 46, 170
0, 896, 1, 32, 2, 65, 3, 30, 170
0, 128, 1, 36, 2, 320, 3, 539, 201
0, 32, 1, 400, 2, 0, 3, 591, 170
0, 320, 1, 513, 2, 128, 3, 62, 170
0, 512, 1, 49, 2, 128, 3, 334, 170
0, 32, 1, 385, 2, 0, 3, 606, 170
0, 17, 1, 288, 2, 64, 3, 654, 170
0, 0, 1, 561, 2, 256, 3, 206, 170
0, 544, 1, 129, 2, 320, 3, 30, 170
0, 0, 1, 688, 2, 1, 3, 334, 170
0, 352, 1, 128, 2, 2, 3, 541, 201
0, 81, 1, 32, 2, 896, 3, 14, 170
0, 128, 1, 593, 2, 256, 3, 46, 170
